cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"S0IA00028","GRASSLEY, CHARLES","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","IA","00","S","REPUBLICAN PARTY","686.31","","13421.24","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1555987","N","SE-S442316","202201139474981718","13-JAN-22","2022","","13-JAN-22"
"S0IA00028","GRASSLEY, CHARLES","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","IA","00","S","REPUBLICAN PARTY","991.34","","13421.24","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1555987","N","SE-S442324","202201139474981720","13-JAN-22","2022","","13-JAN-22"
"S0IA00028","GRASSLEY, CHARLES","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","IA","00","S","REPUBLICAN PARTY","1372.63","","13421.24","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1555987","N","SE-S442320","202201139474981719","13-JAN-22","2022","","13-JAN-22"
"S0IA00028","GRASSLEY, CHARLES","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","IA","00","S","REPUBLICAN PARTY","2058.94","","13421.24","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1555987","N","SE-S442312","202201139474981721","13-JAN-22","2022","","13-JAN-22"
"H8NY15148","OCASIO-CORTEZ, ALEXANDRIA","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","14","H","DEMOCRATIC PARTY","63750","09-JUN-21","63750","O","Text messaging campaign","The Bowline Group LLC","1519464","N","SE-S223831","202106109448899444","10-JUN-21","2022","","09-JUN-21"
"H8MN05239","OMAR, ILHAN","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","MN","05","H","DEMOCRATIC-FARMER-LABOR","63750","09-JUN-21","63750","O","Text messaging campaign","The Bowline Group LLC","1519464","N","SE-S223833","202106109448899444","10-JUN-21","2022","","09-JUN-21"
"H8MA07032","PRESSLEY, AYANNA","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","MA","07","H","DEMOCRATIC PARTY","63750","09-JUN-21","63750","O","Text messaging campaign","The Bowline Group LLC","1519464","N","SE-S223837","202106109448899445","10-JUN-21","2022","","09-JUN-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","11076.29","","96567.48","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1553617","N","SE-S436365","202112309474748853","30-DEC-21","2022","","30-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","18370.41","","96567.48","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1553617","N","SE-S436345","202112309474748848","30-DEC-21","2022","","30-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","1798.36","","35167.8","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1552424","N","SE-S435403","202112189469915268","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","2597.63","","35167.8","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1552424","N","SE-S435411","202112189469915270","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","3596.7","","35167.8","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1552424","N","SE-S435407","202112189469915269","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","5395.06","","35167.8","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1552424","N","SE-S435399","202112189469915271","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","8192.5","","35167.8","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1552424","N","SE-S435415","202112189469915272","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","13587.55","","35167.8","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1552424","N","SE-S435395","202112189469915267","18-DEC-21","2022","","16-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","2058.94","","19608.09","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1555987","N","SE-S442310","202201139474981721","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","3126.54","","19608.09","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1555987","N","SE-S442326","202201139474981722","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","5185.48","","19608.09","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1555987","N","SE-S442306","202201139474981717","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","316.38","","6186.85","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1554619","N","SE-S436829","202201069474880457","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","456.98","","6186.85","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1554619","N","SE-S436837","202201069474880459","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","632.75","","6186.85","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1554619","N","SE-S436833","202201069474880458","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","949.12","","6186.85","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1554619","N","SE-S436825","202201069474880460","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","1441.25","","6186.85","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1554619","N","SE-S436841","202201069474880461","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","2390.37","","6186.85","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1554619","N","SE-S436821","202201069474880456","06-JAN-22","2022","","06-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","708.38","","49020.49","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1553281","N","SE-S435873","202112239474726622","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","1023.21","","49020.49","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1553281","N","SE-S435881","202112239474726624","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","1416.75","","49020.49","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1553281","N","SE-S435877","202112239474726623","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","2125.13","","49020.49","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1553281","N","SE-S435869","202112239474726625","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","3227.05","","49020.49","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1553281","N","SE-S435885","202112239474726626","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","5352.17","","49020.49","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1553281","N","SE-S435865","202112239474726621","23-DEC-21","2022","","23-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","686.31","","19608.09","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1555987","N","SE-S442314","202201139474981718","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","991.34","","19608.09","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1555987","N","SE-S442322","202201139474981720","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","1372.63","","19608.09","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1555987","N","SE-S442318","202201139474981719","13-JAN-22","2022","","13-JAN-22"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","7294.14","","96567.48","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1553617","N","SE-S436349","202112309474748852","30-DEC-21","2022","","30-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","4862.76","","96567.48","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1553617","N","SE-S436357","202112309474748850","30-DEC-21","2022","","30-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","2431.39","","96567.48","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1553617","N","SE-S436353","202112309474748849","30-DEC-21","2022","","30-DEC-21"
"S4SC00240","Scott, Timothy","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","SC","00","S","REPUBLICAN PARTY","3512","","96567.48","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1553617","N","SE-S436361","202112309474748851","30-DEC-21","2022","","30-DEC-21"
"H8MI13250","TLAIB, RASHIDA","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","MI","13","H","DEMOCRATIC PARTY","63750","09-JUN-21","63750","O","Text messaging campaign","The Bowline Group LLC","1519464","N","SE-S223835","202106109448899445","10-JUN-21","2022","","09-JUN-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2391.56","","179491.25","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1541063","N","SE-S427871","202110079467202917","07-OCT-21","2022","","07-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","3587.34","","179491.25","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1541063","N","SE-S427859","202110079467202919","07-OCT-21","2022","","07-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","5447.44","","179491.25","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1541063","N","SE-S427879","202110079467202920","07-OCT-21","2022","","07-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","8636.19","","179491.25","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1541063","N","SE-S427863","202110079467202915","07-OCT-21","2022","","07-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","563.09","","112307.97","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1537499","N","SE-S424144","202109099466638359","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","813.34","","112307.97","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1537499","N","SE-S424152","202109099466638361","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1126.15","","112307.97","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1537499","N","SE-S424148","202109099466638360","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1689.24","","112307.97","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1537499","N","SE-S424136","202109099466638362","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2565.13","","112307.97","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1537499","N","SE-S424156","202109099466638363","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","4066.66","","112307.97","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1537499","N","SE-S424140","202109099466638358","09-SEP-21","2022","","09-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","649.68","","135194.11","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1539584","N","SE-S426957","202109239466978345","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","938.41","","135194.11","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1539584","N","SE-S426965","202109239466978347","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1299.34","","135194.11","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1539584","N","SE-S426961","202109239466978346","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1949.01","","135194.11","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1539584","N","SE-S426949","202109239466978348","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2959.6","","135194.11","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1539584","N","SE-S426969","202109239466978349","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","4692.05","","135194.11","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1539584","N","SE-S426953","202109239466978344","23-SEP-21","2022","","23-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1883.85","","326175.73","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1550451","N","SE-S434480","202112029469566959","02-DEC-21","2022","","02-DEC-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2721.13","","326175.73","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1550451","N","SE-S434488","202112029469566961","02-DEC-21","2022","","02-DEC-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","3767.71","","326175.73","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1550451","N","SE-S434484","202112029469566960","02-DEC-21","2022","","02-DEC-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","5651.56","","326175.73","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1550451","N","SE-S434476","202112029469566962","02-DEC-21","2022","","02-DEC-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","8582","","326175.73","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1550451","N","SE-S434492","202112029469566963","02-DEC-21","2022","","02-DEC-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","146.41","","2814.27","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1529952","N","SE-S224552","202107229451953345","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","211.48","","2814.27","S","Long Distance(Estimate)","Ridge Innovative","1529952","N","SE-S224560","202107229451953351","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","292.81","","2814.27","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1529952","N","SE-S224556","202107229451953348","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","298.23","","8546.71","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1529952","N","SE-S237140","202107229451953346","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","321.38","","14724.25","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1529952","N","SE-S277101","202107229451953347","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","430.76","","8546.71","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1529952","N","SE-S237148","202107229451953352","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","439.23","","2814.27","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529952","N","SE-S224544","202107229451953354","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","464.21","","14724.25","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1529952","N","SE-S277109","202107229451953353","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","596.44","","8546.71","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1529952","N","SE-S237144","202107229451953349","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","642.75","","14724.25","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1529952","N","SE-S277105","202107229451953350","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","666.96","","2814.27","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529952","N","SE-S224564","202107229451953357","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","894.66","","8546.71","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529952","N","SE-S237132","202107229451953355","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","964.13","","14724.25","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1529952","N","SE-S277093","202107229451953356","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1057.38","","2814.27","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1529952","N","SE-S224548","202107229451953342","22-JUL-21","2022","","01-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1358.55","","8546.71","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529952","N","SE-S237152","202107229451953358","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1464.04","","14724.25","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1529952","N","SE-S277113","202107229451953359","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2153.8","","8546.71","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1529952","N","SE-S237136","202107229451953343","22-JUL-21","2022","","15-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2321.03","","14724.25","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1529952","N","SE-S277097","202107229451953344","22-JUL-21","2022","","22-JUL-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","576.74","","250267.64","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1548939","N","SE-S433188","202111189468594600","18-NOV-21","2022","","18-NOV-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","591.16","","250267.64","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1548939","N","SE-S433200","202111189468594602","18-NOV-21","2022","","18-NOV-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","980.45","","250267.64","S","Leads / Phone Lists(Estimate)","Unified Data Services","1548939","N","SE-S433184","202111189468594601","18-NOV-21","2022","","18-NOV-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1622.81","","122706.02","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1538345","N","SE-S426530","202109169466704413","16-SEP-21","2022","","16-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2464.28","","122706.02","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1538345","N","SE-S426546","202109169466704414","16-SEP-21","2022","","16-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","3906.78","","122706.02","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1538345","N","SE-S426534","202109169466704409","16-SEP-21","2022","","16-SEP-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY",".63","","230402.32","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1546255","N","SE-S431047","202110219468309728","21-OCT-21","2022","","21-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","1297.69","","230402.32","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1546255","N","SE-S430803","202110219468309726","21-OCT-21","2022","","21-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","2595.38","","230402.32","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1546255","N","SE-S430807","202110219468309727","21-OCT-21","2022","","21-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","3893.06","","230402.32","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1546255","N","SE-S430795","202110219468309729","21-OCT-21","2022","","21-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","7786.13","","230402.32","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1546255","N","SE-S430991","202110219468309730","21-OCT-21","2022","","21-OCT-21"
"H8NY01148","Zeldin, Lee","C00681825","LAW ENFORCEMENT FOR A SAFER AMERICA PAC","P","NY","01","H","REPUBLICAN PARTY","9372.19","","230402.32","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1546255","N","SE-S430799","202110219468309725","21-OCT-21","2022","","21-OCT-21"
