cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"H2FL20134","Sharief, Barbara","C00633248","314 Action Fund","O","FL","20","H","DEMOCRATIC PARTY","42500","28-OCT-21","42500","S","Non-Contribution Account: Digital Advertising","The Dover Group","1546761","N","VNV4WA2GBN8","202110299468400176","29-OCT-21","2022","","28-OCT-21"
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","23461.42","24-OCT-21","0","S","Design & printing of candidate mailer","Red Horse Strategies","1546592","N","F57.000003","202110269468351627","26-OCT-21","2022","",""
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","24596.65","26-OCT-21","0","S","Design & printing of candidate mailer","Red Horse Strategies","1546651","N","F57.000001","202110279468390606","27-OCT-21","2022","",""
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","15000","26-OCT-21","0","S","Production for radio advertisement","Red Horse Strategies","1546651","N","F57.000002","202110279468390606","27-OCT-21","2022","",""
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","24596.65","25-OCT-21","0","S","Design & printing of candidate mailer","Red Horse Strategies","1546592","N","F57.000004","202110269468351628","26-OCT-21","2022","",""
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","7350","16-OCT-21","0","S","Design & printing of candidate literature","Red Horse Strategies","1546592","N","F57.000002","202110269468351627","26-OCT-21","2022","",""
"","Holness, Dale","C90016023","32BJ UNITED AMERICAN DREAM FUND","G","FL","20","H","","19491.15","16-OCT-21","0","S","Canvas labor","SEIU Local 32BJ","1546592","N","F57.000001","202110269468351627","26-OCT-21","2022","",""
"S2GA00225","WALKER, HERSCHEL","C00789339","34N22, INC.","P","GA","00","S","REPUBLICAN PARTY","77400","23-NOV-21","81400","S","DIGITAL ADVERTISING","STRATEGIC PARTNERS & MEDIA","1550106","N","SE.4104","202111269469524788","26-NOV-21","2022","","26-NOV-21"
"S2GA00225","WALKER, HERSCHEL","C00789339","34N22, INC.","P","GA","00","S","REPUBLICAN PARTY","4000","19-NOV-21","4000","S","PRODUCTION COST: DIGITAL ADS","STRATEGIC PARTNERS & MEDIA","1550106","N","SE.4108","202111269469524788","26-NOV-21","2022","","26-NOV-21"
"S0GA00559","WARNOCK, RAPHAEL","C00789339","34N22, INC.","P","GA","00","S","DEMOCRATIC PARTY","1500","12-JAN-22","50403.07","O","PRODUCTION COST: OUTDOOR ADVERTISING","STRATEGIC PARTNERS & MEDIA, LLC","1557221","N","SE.4140","202201189475018817","18-JAN-22","2022","","17-JAN-22"
"S0GA00559","WARNOCK, RAPHAEL","C00789339","34N22, INC.","P","GA","00","S","DEMOCRATIC PARTY","48903.07","12-JAN-22","48903.07","O","PLACED MEDIA: OUTDOOR ADVERTISING","STRATEGIC PARTNERS & MEDIA, LLC","1557221","N","SE.4139","202201189475018817","18-JAN-22","2022","","17-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","11025","28-DEC-21","64315.55","S","Dev and Cable Ad Buy","OnMessage Inc","1553475","N","SE.4114","202112289474741479","28-DEC-21","2022","","01-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","11025","28-DEC-21","53290.55","S","Dev and Cable Ad Buy","OnMessage Inc","1553475","N","SE.4113","202112289474741479","28-DEC-21","2022","","28-DEC-21"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","42265.55","31-DEC-21","42265.55","S","Independent Expenditure in Periodicals","Virtus Solutions","1554710","N","SE.4108","202201079474885250","07-JAN-22","2022","","05-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","80395","03-JAN-22","80395","S","Cable Ad Production and Placement","OnMessage Inc","1556014","A1","SE.4127","202201139474981952","13-JAN-22","2022","1554451","04-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","50480","14-JAN-22","231580","S","Broadcast Media Ad Buy","OnMessage Inc","1556299","N","SE.4131","202201149474989267","14-JAN-22","2022","","17-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","100705","11-JAN-22","181100","S","Broadcast and Cable Media Ad Buy","OnMessage Inc","1556013","N","SE.4125","202201139474981951","13-JAN-22","2022","","12-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00782656","ALABAMA CHRISTIAN CONSERVATIVES","P","AL","00","S","REPUBLICAN PARTY","80395","03-JAN-22","80395","S","Cable Ad Production and Placement","OLEARY, SHANNON","1554451","N","SE.4121","202201059474877035","05-JAN-22","2022","","04-JAN-22"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","102926","18-NOV-21","741188.06","S","MEDIA PLACEMENT","RED EAGLE MEDIA","1549563","N","SE.4255","202111199468737042","19-NOV-21","2022","","19-NOV-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","47074","19-NOV-21","788262.06","S","MEDIA PLACEMENT","RED EAGLE MEDIA","1549563","N","SE.4257","202111199468737042","19-NOV-21","2022","","20-NOV-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","492084","20-OCT-21","496042.24","S","MEDIA PLACEMENT","RED EAGLE MEDIA","1546417","N","SE.4161","202110239468348396","23-OCT-21","2022","","21-OCT-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","808.24","16-AUG-21","1308.24","S","BILLBOARD","RED EAGLE MEDIA","1546417","N","SE.4154","202110239468348395","23-OCT-21","2022","","18-AUG-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","107964","22-OCT-21","638262.06","S","MEDIA PLACEMENT","STRATEGY MANAGEMENT LLC","1546417","N","SE.4170","202110239468348398","23-OCT-21","2022","","22-OCT-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","15537.13","21-OCT-21","519645.38","S","SMS MESSAGING","PERSON 2 PERSON","1546417","N","SE.4178","202110239468348395","23-OCT-21","2022","","21-OCT-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","10652.68","21-OCT-21","530298.06","S","MEDIA PRODUCTION","RED EAGLE MEDIA","1546417","N","SE.4172","202110239468348397","23-OCT-21","2022","","22-OCT-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","8056.01","21-OCT-21","504108.25","S","MEDIA PRODUCTION","RED EAGLE MEDIA","1546417","N","SE.4174","202110239468348397","23-OCT-21","2022","","21-OCT-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","2150","16-AUG-21","3458.24","S","MEDIA PLACEMENT","RED EAGLE MEDIA","1546417","N","SE.4155","202110239468348396","23-OCT-21","2022","","20-AUG-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","500","18-AUG-21","3958.24","S","MEDIA PRODUCTION","HADRON STRATEGIES","1546417","N","SE.4153","202110239468348394","23-OCT-21","2022","","20-AUG-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","500","16-AUG-21","500","S","BILLBOARD","CREATIVE DIRECT","1546417","N","SE.4152","202110239468348394","23-OCT-21","2022","","18-AUG-21"
"S2AL00145","BRITT, KATIE BOYD","C00786152","ALABAMA CONSERVATIVES FUND","P","AL","00","S","REPUBLICAN PARTY","10","21-OCT-21","496052.24","S","EMAILS","STRATEGY MANAGEMENT LLC","1546417","N","SE.4157","202110239468348398","23-OCT-21","2022","","21-OCT-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","04-JAN-22","22954","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1554956","N","SE.4152","202201099474897552","09-JAN-22","2022","","07-JAN-22"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","233275","20-DEC-21","751754","S","MEDIA PLACEMENT","DEL CIELO MEDIA LLC","1553307","N","SE.4119","202112239474728555","23-DEC-21","2022","","23-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","13-DEC-21","401654","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1552401","N","SE.4115","202112189469914918","18-DEC-21","2022","","16-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","116825","14-DEC-21","518479","S","MEDIA PLACEMENT","DEL CIELO MEDIA LLC","1552401","N","SE.4116","202112189469914918","18-DEC-21","2022","","16-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","20-DEC-21","22954","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1554031","A1","SE.4125","202201039474863415","03-JAN-22","2022","1553917","03-JAN-22"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","16-DEC-21","541433","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1553546","N","SE.4122","202112299474743358","29-DEC-21","2022","","27-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","04-JAN-22","45908","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1555829","N","SE.4155","202201139474978487","13-JAN-22","2022","","11-JAN-22"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","250400","06-DEC-21","368625","S","SMS MESSAGING / MEDIA PLACEMENT","TARGETED VICTORY LLC","1551380","N","SE.4110","202112119469831986","11-DEC-21","2022","","09-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","118225","06-DEC-21","118225","S","MEDIA PLACEMENT","DEL CIELO MEDIA LLC","1551380","N","SE.4108","202112119469831985","11-DEC-21","2022","","09-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","10075","09-DEC-21","378700","S","MEDIA PRODUCTION","SOMETHING ELSE STRATEGIES LLC","1551380","N","SE.4109","202112119469831985","11-DEC-21","2022","","09-DEC-21"
"S2AL00202","DURANT, MICHAEL","C00795948","ALABAMA PATRIOTS PAC","P","AL","00","S","REPUBLICAN PARTY","22954","20-DEC-21","797662","S","CREATIVE DESIGN SERVICES / PRINTING / POSTAGE","ARENA LLC","1553917","N","SE.4125","202201039474862770","03-JAN-22","2022","","31-DEC-21"
"H2FL11117","SABATINI, ANTHONY","C00548867","AMERICAN HEARTLAND PAC","P","FL","07","H","REPUBLICAN PARTY","1407.5","20-NOV-21","11188.5","O","DIGITAL VOTER CONTACT","ENVOI LLC","1549925","N","SE.4387","202111229468901903","22-NOV-21","2022","","20-NOV-21"
"H2FL11117","SABATINI, ANTHONY","C00548867","AMERICAN HEARTLAND PAC","P","FL","07","H","REPUBLICAN PARTY","8281","18-NOV-21","8281","O","DIGITAL VOTER CONTACT","ENVOI LLC","1549925","N","SE.4381","202111229468901903","22-NOV-21","2022","","18-NOV-21"
"H2FL11117","SABATINI, ANTHONY","C00548867","AMERICAN HEARTLAND PAC","P","FL","07","H","REPUBLICAN PARTY","1500","20-NOV-21","12688.5","O","PRODUCTION COST: DIGITAL ADS","936 MEDIA","1549925","N","SE.4386","202111229468901902","22-NOV-21","2022","","20-NOV-21"
"H2FL11117","SABATINI, ANTHONY","C00548867","AMERICAN HEARTLAND PAC","P","FL","07","H","REPUBLICAN PARTY","1500","18-NOV-21","9781","O","PRODUCTION COST: DIGITAL ADS","936 MEDIA","1549925","N","SE.4384","202111229468901902","22-NOV-21","2022","","18-NOV-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","R","LA","02","H","DEMOCRATIC PARTY","4800","","21121.65","O","Ad Production","Compose LLC","1509194","N","SE.4433","202104119443167710","11-APR-21","2022","","10-APR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","R","LA","02","H","DEMOCRATIC PARTY","6321.65","","16321.65","O","Television Advertising","Go Viral, LLC","1509194","N","SE.4435","202104119443167710","11-APR-21","2022","","10-APR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","R","LA","02","H","DEMOCRATIC PARTY","10000","09-APR-21","10000","O","Digital Advertising","Go Viral, LLC","1509194","N","SE.4434","202104119443167711","11-APR-21","2022","","10-APR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","R","LA","02","H","DEMOCRATIC PARTY","10000","12-APR-21","31121.65","O","Digital Advertising","Go Viral, LLC","1510375","N","SE.4439","202104149443330350","14-APR-21","2022","","13-APR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","15000","01-MAR-21","32000","O","Digital Advertising","Go Viral, LLC","1502572","N","SE.4386","202103029431312731","02-MAR-21","2022","","01-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","10000","05-MAR-21","42000","O","Radio Advertising","Go Viral, LLC","1503080","N","SE.4391","202103079440285832","07-MAR-21","2022","","06-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","17000","18-FEB-21","17000","O","Digital Advertising","Go Viral, LLC","1501450","N","SE.4381","202102199428682175","19-FEB-21","2022","","19-FEB-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","7199.12","15-MAR-21","63199.12","O","Television Advertising","Go Viral, LLC","1503958","N","SE.4404","202103149440477693","14-MAR-21","2022","","13-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","16241.84","17-MAR-21","79440.96","O","Television Advertising","Go Viral, LLC","1504717","N","SE.4407","202103179441285510","17-MAR-21","2022","","16-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","3235","18-MAR-21","82675.96","O","Radio Advertising","Go Viral, LLC","1505056","N","SE.4410","202103189441300269","18-MAR-21","2022","","17-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","1765","18-MAR-21","84440.96","O","Radio Advertising","Go Viral, LLC","1505058","N","SE.4413","202103189441300278","18-MAR-21","2022","","17-MAR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","R","LA","02","H","DEMOCRATIC PARTY","7500","22-APR-21","38621.65","O","Digital Advertising","Go Viral, LLC","1514309","N","SE.4442","202104239445375050","23-APR-21","2022","","22-APR-21"
"H2LA02131","PETERSON, KAREN CARTER","C00659219","AMERICAN JOBS AND GROWTH PAC","S","LA","02","H","DEMOCRATIC PARTY","14000","11-MAR-21","56000","O","Digital Advertising","Go Viral, LLC","1503864","N","SE.4401","202103129440474423","12-MAR-21","2022","","12-MAR-21"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","3750","","3750","O","DIGITAL MEDIA PLACEMENT/PRODUCTION","824 SOLUTIONS, LLC","1556244","N","SE.4129","202201149474987905","14-JAN-22","2022","","12-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","39933.25","","43683.25","O","MEDIA PRODUCTION","MCCARTHY HENNINGS WHALEN, INC.","1556244","N","SE.4130","202201149474987905","14-JAN-22","2022","","12-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","11161","11-JAN-22","82909","O","MEDIA CONSULTING","MENTZER MEDIA","1556596","N","SE.4150","202201159474991189","15-JAN-22","2022","","13-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","542091","11-JAN-22","625000","O","MEDIA PLACEMENT","MENTZER MEDIA","1556596","N","SE.4151","202201159474991189","15-JAN-22","2022","","13-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","23916","11-JAN-22","71748","O","PRODUCTION CONSULTING","MCCARTHY HENNINGS WHALEN, INC.","1556596","N","SE.4149","202201159474991188","15-JAN-22","2022","","13-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","28699","11-JAN-22","47832","O","POLITICAL STRATEGY CONSULTING","4TH AVENUE STRATEGIES","1556596","N","SE.4147","202201159474991187","15-JAN-22","2022","","13-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","70000","13-JAN-22","738683.25","O","SMS MESSAGES","824 SOLUTIONS, LLC","1556596","N","SE.4158","202201159474991188","15-JAN-22","2022","","13-JAN-22"
"S2PA00661","MCCORMICK, DAVE","C00794891","AMERICAN LEADERSHIP ACTION","P","PA","00","S","REPUBLICAN PARTY","19133","11-JAN-22","19133","O","POLITICAL STRATEGY CONSULTING","1892, LLC","1556596","N","SE.4146","202201159474991187","15-JAN-22","2022","","13-JAN-22"
"","Ellzey, John","C00668905","AMERICAN PATRIOTS PAC","2","TX","06","H","","34552.75","22-JUL-21","152383.83","S","Phone calls","Advantage Direct Communications","1530360","N","WFT20216252223-1","202107269451984511","25-JUL-21","2022","","24-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","149.35","","27888.06","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1531684","N","SE-S276959","202107299452267861","29-JUL-21","2022","","22-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","1818.31","","24900.97","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1531684","N","SE-S236994","202107299452267857","29-JUL-21","2022","","15-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","215.74","","27888.06","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1531684","N","SE-S276967","202107299452267867","29-JUL-21","2022","","22-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","227.29","","24900.97","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1531684","N","SE-S236998","202107299452267860","29-JUL-21","2022","","15-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","292.79","","31942.09","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1531684","N","SE-S321569","202107299452267865","29-JUL-21","2022","","29-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","298.71","","27888.06","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1531684","N","SE-S276963","202107299452267864","29-JUL-21","2022","","22-JUL-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","4446.33","","57386.91","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1536400","N","SE-S414967","202108269466564419","26-AUG-21","2022","","26-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","7808.18","","57386.91","S","Leads / Phone Lists(Estimate)","Cloud Data Services","1536400","N","SE-S414955","202108269466564400","26-AUG-21","2022","","26-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","92.16","","35766.74","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1536400","N","SE-S413785","202108269466564402","26-AUG-21","2022","","12-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","99.06","","33923.43","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1536400","N","SE-S341904","202108269466564403","26-AUG-21","2022","","05-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","133.13","","35766.74","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1536400","N","SE-S413793","202108269466564410","26-AUG-21","2022","","12-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","143.1","","33923.43","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1536400","N","SE-S341912","202108269466564411","26-AUG-21","2022","","05-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","175.48","","39276.27","S","PAYMENT PROCESSING(Estimate)","EYP Consultants LLC","1536400","N","SE-S414000","202108269466564401","26-AUG-21","2022","","19-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","184.33","","35766.74","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1536400","N","SE-S413789","202108269466564406","26-AUG-21","2022","","12-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","198.14","","33923.43","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1536400","N","SE-S341908","202108269466564407","26-AUG-21","2022","","05-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","253.46","","39276.27","S","Phonebank Long Distance(Estimate)","Ridge Innovative","1536400","N","SE-S414008","202108269466564409","26-AUG-21","2022","","19-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","276.5","","35766.74","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1536400","N","SE-S413777","202108269466564413","26-AUG-21","2022","","12-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","297.2","","33923.43","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1536400","N","SE-S341896","202108269466564414","26-AUG-21","2022","","05-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","350.95","","39276.27","S","Phonebank Payroll Services(Estimate)","LAV Services LLC","1536400","N","SE-S414004","202108269466564405","26-AUG-21","2022","","19-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","419.86","","35766.74","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1536400","N","SE-S413797","202108269466564417","26-AUG-21","2022","","12-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","451.3","","33923.43","S","PHONEBANK IT/TECH SUPPORT(Estimate)","Wired4Data","1536400","N","SE-S341916","202108269466564418","26-AUG-21","2022","","05-AUG-21"
"H2CA00120","Brownley, Julia","C00712885","AMERICAN VETERANS INITIATIVE DBA NATIONAL ALLIANCE FOR AMERICAN VETERANS","P","CA","26","H","DEMOCRATIC PARTY","526.43","","39276.27","S","Caging and Database Services(Estimate)","Standard Data Services LLC","1536400","N","SE-S413992","202108269466564412","26-AUG-21","2022","","19-AUG-21"
